Condition,Rater,Observation id,Subject,PND,Behavior,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Description
Double,Emily,105863_both_08June2025,no focal subject,2,SIBLING INTERFERENCE,STATE,210.777,315.797,105.02,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
Double,Emily,105863_both_08June2025,pink,2,ACCEPTANCE,POINT,315.797,315.797,NA,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
Double,Emily,105863_both_08June2025,purple,2,ACCEPTANCE,POINT,315.797,315.797,NA,D:/For Emily/Oct 28 Videos/105863_both_08June2025_B.MP4,Purple - Right: Pink: Right   I am unsure whether or not it is possible for two to be attached to the same teat? They both appear to only be under the right wing.
Double,Emily,105863_both_12June2025,no focal subject,6,LET GO,POINT,6.24,6.24,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,purple,6,MOM INITIATION,POINT,8.242,8.242,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,purple,6,FIRST TOUCH,POINT,8.242,8.242,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,purple,6,GUIDANCE,STATE,9.91,55.322,45.412,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,pink,6,PUP INITIATION,POINT,19.186,19.186,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,purple,6,UNSUCCESSFUL ATTACHMENT,POINT,54.922,54.922,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,purple,6,GUIDANCE,STATE,58.792,74.942,16.15,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,no focal subject,6,SIBLING INTERFERENCE,STATE,70.737,117.284,46.547,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,purple,6,FIRST ATTACHMENT,POINT,73.44,73.44,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,purple,6,SUCCESSFUL ATTACHMENT,STATE,73.44,329.813,256.373,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,pink,6,GUIDANCE,STATE,89.823,149.516,59.693,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,pink,6,UNSUCCESSFUL ATTACHMENT,POINT,98.865,98.865,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,no focal subject,6,SIBLING INTERFERENCE,STATE,131.331,145.178,13.847,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,pink,6,FIRST ATTACHMENT,POINT,149.516,149.516,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,pink,6,SUCCESSFUL ATTACHMENT,STATE,149.516,329.813,180.297,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,pink,6,ACCEPTANCE,POINT,329.813,329.813,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_12June2025,purple,6,ACCEPTANCE,POINT,329.813,329.813,NA,D:/For Emily/Oct 28 Videos/105863_both_12June2025_X.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_16June2025,no focal subject,10,LET GO,POINT,33.2,33.2,NA,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,purple,10,MOM INITIATION,POINT,36.169,36.169,NA,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,pink,10,PUP INITIATION,POINT,38.472,38.472,NA,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,purple,10,GUIDANCE,STATE,40.941,46.48,5.539,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,no focal subject,10,SIBLING INTERFERENCE,STATE,44.845,70.103,25.258,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,purple,10,FIRST ATTACHMENT,POINT,46.48,46.48,NA,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,purple,10,SUCCESSFUL ATTACHMENT,STATE,46.48,349.845,303.365,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,pink,10,UNSUCCESSFUL ATTACHMENT,POINT,67.134,67.134,NA,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,pink,10,UNSUCCESSFUL ATTACHMENT,POINT,82.716,82.716,NA,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,no focal subject,10,SIBLING INTERFERENCE,STATE,191.591,255.589,63.998,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,pink,10,RESISTANCE,POINT,349.845,349.845,NA,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_16June2025,purple,10,ACCEPTANCE,POINT,349.845,349.845,NA,D:/For Emily/Nov 14 Videos/105863_both_16June2025_J.MP4,Purple - Right: Pink - N/A
Double,Emily,105863_both_20June2025,no focal subject,14,LET GO,POINT,20.487,20.487,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,MOM INITIATION,POINT,21.989,21.989,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,FIRST TOUCH,POINT,21.989,21.989,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,no focal subject,14,SIBLING INTERFERENCE,STATE,24.625,66.266,41.641,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,purple,14,FIRST ATTACHMENT,POINT,33.467,33.467,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,purple,14,SUCCESSFUL ATTACHMENT,STATE,33.467,337.323,303.856,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,UNSUCCESSFUL ATTACHMENT,POINT,38.438,38.438,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,UNSUCCESSFUL ATTACHMENT,POINT,51.118,51.118,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,UNSUCCESSFUL ATTACHMENT,POINT,64.998,64.998,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,no focal subject,14,SIBLING INTERFERENCE,STATE,71.505,106.073,34.568,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,UNSUCCESSFUL ATTACHMENT,POINT,103.003,103.003,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,no focal subject,14,SIBLING INTERFERENCE,STATE,109.042,166.299,57.257,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,UNSUCCESSFUL ATTACHMENT,POINT,156.923,156.923,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,FIRST ATTACHMENT,POINT,204.671,204.671,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,SUCCESSFUL ATTACHMENT,STATE,204.738,337.323,132.585,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,pink,14,RESISTANCE,POINT,337.323,337.323,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_20June2025,purple,14,RESISTANCE,POINT,337.323,337.323,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_20June2025_N.MP4,Purple - Right: Pink - Left
Double,Emily,105863_both_28June2025,no focal subject,22,LET GO,POINT,22.589,22.589,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,no focal subject,22,SIBLING COOPERATION,STATE,25.292,31.298,6.006,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,pink,22,PUP INITIATION,POINT,37.17,37.17,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,pink,22,FIRST TOUCH,POINT,37.17,37.17,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,pink,22,FIRST ATTACHMENT,POINT,63.43,63.43,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,pink,22,SUCCESSFUL ATTACHMENT,STATE,63.564,185.419,121.855,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,purple,22,MOM INITIATION,POINT,71.872,71.872,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,pink,22,UNSUCCESSFUL ATTACHMENT,POINT,210.911,210.911,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,pink,22,SUCCESSFUL ATTACHMENT,STATE,261.862,333.312,71.45,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,no focal subject,22,SIBLING COOPERATION,STATE,265.132,279.346,14.214,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,pink,22,RESISTANCE,POINT,333.312,333.312,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,105863_both_28June2025,purple,22,RESISTANCE,POINT,333.312,333.312,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/105863_both_28June2025_V.MP4,Purple - N/A: Pink - Right
Double,Emily,Grey107_both_07July2025,no focal subject,22,LET GO,POINT,21.688,21.688,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_07July2025,no focal subject,22,SIBLING COOPERATION,STATE,27.127,111.378,84.251,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_07July2025,green,22,MOM INITIATION,POINT,30.931,30.931,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_07July2025,green,22,FIRST TOUCH,POINT,30.931,30.931,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_07July2025,green,22,FIRST ATTACHMENT,POINT,41.975,41.975,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_07July2025,green,22,SUCCESSFUL ATTACHMENT,STATE,41.975,335.829,293.854,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_07July2025,yellow,22,MOM INITIATION,POINT,73.607,73.607,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_07July2025,no focal subject,22,SIBLING COOPERATION,STATE,180.647,335.829,155.182,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_07July2025,yellow,22,RESISTANCE,POINT,335.829,335.829,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_07July2025,green,22,RESISTANCE,POINT,335.829,335.829,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_07July2025_V.MP4,Green - Right: Yellow - N/A
Double,Emily,Grey107_both_15July2025,no focal subject,30,LET GO,POINT,20.487,20.487,NA,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,yellow,30,MOM INITIATION,POINT,29.396,29.396,NA,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,yellow,30,FIRST TOUCH,POINT,29.396,29.396,NA,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,no focal subject,30,SIBLING COOPERATION,STATE,32.232,76.977,44.745,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,green,30,PUP INITIATION,POINT,32.299,32.299,NA,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,yellow,30,UNSUCCESSFUL ATTACHMENT,POINT,132.232,132.232,NA,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,no focal subject,30,SIBLING COOPERATION,STATE,232.699,236.77,4.071,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,no focal subject,30,SIBLING COOPERATION,STATE,247.247,254.988,7.741,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,no focal subject,30,SIBLING INTERFERENCE,STATE,261.428,268.802,7.374,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,no focal subject,30,SIBLING INTERFERENCE,STATE,304.671,331.565,26.894,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,yellow,30,RESISTANCE,POINT,332.821,332.821,NA,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_15July2025,green,30,RESISTANCE,POINT,332.821,332.821,NA,D:/For Emily/Nov 14 Videos/Grey107_both_15July2025_D.MP4,Yellow - N/A: Green - N/A
Double,Emily,Grey107_both_17June2025,no focal subject,2,LET GO,POINT,17.284,17.284,NA,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,green,2,MOM INITIATION,POINT,28.662,28.662,NA,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,green,2,FIRST TOUCH,POINT,28.662,28.662,NA,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,green,2,GUIDANCE,STATE,29.696,101.001,71.305,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,green,2,UNSUCCESSFUL ATTACHMENT,POINT,69.002,69.002,NA,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,yellow,2,MOM INITIATION,POINT,101.001,101.001,NA,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,yellow,2,GUIDANCE,STATE,102.536,123.89,21.354,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,yellow,2,FIRST ATTACHMENT,POINT,121.922,121.922,NA,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,yellow,2,SUCCESSFUL ATTACHMENT,STATE,122.089,329.095,207.006,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,no focal subject,2,SIBLING INTERFERENCE,STATE,182.816,251.885,69.069,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,green,2,UNSUCCESSFUL ATTACHMENT,POINT,248.815,248.815,NA,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,yellow,2,ACCEPTANCE,POINT,329.496,329.496,NA,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_17June2025,green,2,ACCEPTANCE,POINT,329.813,329.813,NA,D:/For Emily/Nov 14 Videos/Grey107_both_17June2025_B.MP4,Yellow - Left: Green - N/A
Double,Emily,Grey107_both_21June2025,no focal subject,6,LET GO,POINT,22.89,22.89,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,yellow,6,MOM INITIATION,POINT,25.759,25.759,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,yellow,6,FIRST TOUCH,POINT,25.759,25.759,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,green,6,MOM INITIATION,POINT,26.326,26.326,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,yellow,6,GUIDANCE,STATE,27.561,69.937,42.376,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,green,6,GUIDANCE,STATE,29.863,62.095,32.232,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,no focal subject,6,SIBLING INTERFERENCE,STATE,30.13,67.634,37.504,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,green,6,FIRST ATTACHMENT,POINT,60.427,60.427,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,green,6,SUCCESSFUL ATTACHMENT,STATE,60.427,153.487,93.06,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,yellow,6,UNSUCCESSFUL ATTACHMENT,POINT,68.936,68.936,NA,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
Double,Emily,Grey107_both_21June2025,yellow,6,GUIDANCE,STATE,156.823,165.298,8.475,D:/For Emily/Nov 18 rescores (LAST ONES SHORDYS YOU GOT THIS BE BRAVE)/Grey107_both_21June2025_X.MP4,Green - N/A: Yellow - Right  Very hard to differentiate between pups nail colour
