Condition,Rater,Observation id,Subject,PND,Behavior,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Description
Double,Easton,Orange19_BothPups_19June2024,blue,10,FIRST ATTACHMENT,POINT,40.933,40.933,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange19_BothPups_19June2024_J.MOV,
Double,Easton,Orange19_BothPups_19June2024,blue,10,SUCCESSFUL ATTACHMENT,STATE,40.933,161.102,120.169,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange19_BothPups_19June2024_J.MOV,
Double,Easton,Orange19_BothPups_19June2024,No focal subject,10,SIBLING INTERFERENCE,STATE,70.068,93.568,23.5,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange19_BothPups_19June2024_J.MOV,
Double,Easton,Orange19_BothPups_19June2024,No focal subject,10,SIBLING INTERFERENCE,STATE,129.435,158.135,28.7,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange19_BothPups_19June2024_J.MOV,
Double,Easton,Orange19_BothPups_19June2024,No focal subject,10,OBSTRUCTION,STATE,161.102,240.037,78.935,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange19_BothPups_19June2024_J.MOV,
Double,Easton,Orange19_BothPups_19June2024,blue,10,OBSTRUCTION,STATE,161.102,240.037,78.935,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange19_BothPups_19June2024_J.MOV,
Double,Easton,Orange19_BothPups_19June2024,orange,10,OBSTRUCTION,STATE,180.137,240.037,59.9,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange19_BothPups_19June2024_J.MOV,
Double,Easton,Orange19_BothPups_19June2024,blue,10,RESISTANCE,POINT,240.037,240.037,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange19_BothPups_19June2024_J.MOV,
Double,Easton,Orange19_BothPups_19June2024,orange,10,RESISTANCE,POINT,240.037,240.037,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/BORIS IS BACK/Orange19_BothPups_19June2024_J.MOV,
Double,Easton,Orange19_BothPups_23June2024,no focal subject,14,LET GO,POINT,19.767,19.767,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,blue,14,PUP INITIATION,POINT,19.767,19.767,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,blue,14,FIRST TOUCH,POINT,19.767,19.767,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,no focal subject,14,SIBLING COOPERATION,STATE,26.2,29.967,3.767,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,29.967,39.733,9.766,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,orange,14,PUP INITIATION,POINT,41.633,41.633,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,50.367,50.367,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,no focal subject,14,SIBLING COOPERATION,STATE,53.4,60.935,7.535,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,blue,14,UNSUCCESSFUL ATTACHMENT,POINT,90.768,90.768,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,98.668,103.302,4.634,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,orange,14,UNSUCCESSFUL ATTACHMENT,POINT,103.302,103.302,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,orange,14,UNSUCCESSFUL ATTACHMENT,POINT,122.968,122.968,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,125.168,149.035,23.867,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,blue,14,FIRST ATTACHMENT,POINT,149.335,149.335,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,blue,14,SUCCESSFUL ATTACHMENT,STATE,149.335,379.5,230.165,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,227.303,232.37,5.067,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,orange,14,UNSUCCESSFUL ATTACHMENT,POINT,238.837,238.837,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,no focal subject,14,SIBLING COOPERATION,STATE,286.238,304.405,18.167,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,no focal subject,14,SIBLING INTERFERENCE,STATE,341.672,379.5,37.828,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,blue,14,ACCEPTANCE,POINT,379.5,379.5,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange19_BothPups_23June2024,orange,14,RESISTANCE,POINT,379.5,379.5,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange19_BothPups_23June2024_N.MOV,Blue - Right : Orange - N/A
Double,Easton,Orange21_BothPups_01July2024,no focal subject,22,LET GO,POINT,9.167,9.167,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,pink,22,PUP INITIATION,POINT,14.433,14.433,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,pink,22,FIRST TOUCH,POINT,14.433,14.433,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,yellow,22,PUP INITIATION,POINT,16.633,16.633,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,yellow,22,UNSUCCESSFUL ATTACHMENT,POINT,17.133,17.133,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,pink,22,UNSUCCESSFUL ATTACHMENT,POINT,27.133,27.133,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,yellow,22,FIRST ATTACHMENT,POINT,32.233,32.233,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,yellow,22,SUCCESSFUL ATTACHMENT,STATE,32.233,226.366,194.133,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,pink,22,UNSUCCESSFUL ATTACHMENT,POINT,40.067,40.067,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,no focal subject,22,SIBLING COOPERATION,STATE,64.402,67.135,2.733,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,pink,22,UNSUCCESSFUL ATTACHMENT,POINT,79.102,79.102,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,pink,22,UNSUCCESSFUL ATTACHMENT,POINT,103.635,103.635,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,no focal subject,22,SIBLING COOPERATION,STATE,107.902,113.068,5.166,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,no focal subject,22,SIBLING COOPERATION,STATE,200.07,212.937,12.867,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,pink,22,RESISTANCE,POINT,226.37,226.37,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_01July2024,yellow,22,RESISTANCE,POINT,226.37,226.37,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_01July2024_V.MOV,Yellow - Right : Pink - N/A
Double,Easton,Orange21_BothPups_09July2024,no focal subject,30,LET GO,POINT,7.367,7.367,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,pink,30,PUP INITIATION,POINT,7.6,7.6,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,pink,30,FIRST TOUCH,POINT,7.6,7.6,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,yellow,30,PUP INITIATION,POINT,12.967,12.967,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,no focal subject,30,SIBLING COOPERATION,STATE,15.867,22.1,6.233,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,yellow,30,UNSUCCESSFUL ATTACHMENT,POINT,46.167,46.167,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,no focal subject,30,SIBLING COOPERATION,STATE,49.267,66.235,16.968,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,no focal subject,30,SIBLING COOPERATION,STATE,73.035,82.168,9.133,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,no focal subject,30,SIBLING COOPERATION,STATE,101.568,111.835,10.267,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,no focal subject,30,SIBLING COOPERATION,STATE,121.168,140.835,19.667,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,no focal subject,30,SIBLING COOPERATION,STATE,169.37,192.403,23.033,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,yellow,30,UNSUCCESSFUL ATTACHMENT,POINT,192.037,192.037,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,no focal subject,30,SIBLING INTERFERENCE,STATE,206.303,228.47,22.167,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,no focal subject,30,SIBLING COOPERATION,STATE,228.47,278.705,50.235,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,pink,30,RESISTANCE,POINT,324.172,324.172,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_09July2024,yellow,30,RESISTANCE,POINT,324.172,324.172,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_09July2024_D.MOV,Pink - N/A : Yellow - N/A (not enough evidence)
Double,Easton,Orange21_BothPups_11June2024,no focal subject,2,LET GO,POINT,9.433,9.433,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_11June2024,no focal subject,2,SIBLING COOPERATION,STATE,9.733,20.767,11.034,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_11June2024,yellow,2,MOM INITIATION,POINT,15,15,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_11June2024,yellow,2,FIRST TOUCH,POINT,15,15,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_11June2024,yellow,2,GUIDANCE,STATE,18.467,25,6.533,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_11June2024,pink,2,MOM INITIATION,POINT,21.4,21.4,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_11June2024,pink,2,GUIDANCE,STATE,25,86.135,61.135,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_11June2024,yellow,2,GUIDANCE,STATE,39.433,86.135,46.702,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_11June2024,pink,2,ACCEPTANCE,POINT,100.285,100.285,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_11June2024,yellow,2,ACCEPTANCE,POINT,100.285,100.285,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_11June2024_B.MOV,Yellow - N/A? : Pink - N/A? - not enough evidence
Double,Easton,Orange21_BothPups_15June2024,no focal subject,6,LET GO,POINT,16.733,16.733,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,yellow,6,MOM INITIATION,POINT,17.9,17.9,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,yellow,6,FIRST TOUCH,POINT,17.9,17.9,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,pink,6,MOM INITIATION,POINT,19.1,19.1,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,pink,6,GUIDANCE,STATE,31.233,78.602,47.369,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,yellow,6,GUIDANCE,STATE,36.767,78.602,41.835,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,no focal subject,6,SIBLING INTERFERENCE,STATE,99.535,301.045,201.51,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,yellow,6,FIRST ATTACHMENT,POINT,99.535,99.535,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,yellow,6,SUCCESSFUL ATTACHMENT,STATE,99.535,126.902,27.367,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,pink,6,ACCEPTANCE,POINT,301.045,301.045,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_15June2024,yellow,6,ACCEPTANCE,POINT,301.045,301.045,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Bonus 15/Orange21_BothPups_15June2024_X.MOV,"Yellow - N/A? : Pink - N/A? - Both were trying for the same teat, then they both tried for THE OTHER teat. This one was hard to score."
Double,Easton,Orange21_BothPups_19June2024,no focal subject,10,LET GO,POINT,16.2,16.2,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,pink,10,MOM INITIATION,POINT,20.3,20.3,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,pink,10,FIRST TOUCH,POINT,20.3,20.3,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,yellow,10,UNSUCCESSFUL ATTACHMENT,POINT,25.933,25.933,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,yellow,10,PUP INITIATION,POINT,25.933,25.933,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,no focal subject,10,SIBLING COOPERATION,STATE,43.067,53.367,10.3,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,pink,10,FIRST ATTACHMENT,POINT,70.668,70.668,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,pink,10,SUCCESSFUL ATTACHMENT,STATE,70.668,212.74,142.072,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,yellow,10,UNSUCCESSFUL ATTACHMENT,POINT,80.702,80.702,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,no focal subject,10,SIBLING COOPERATION,STATE,82.835,212.74,129.905,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,pink,10,ACCEPTANCE,POINT,212.74,212.74,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_19June2024,yellow,10,RESISTANCE,POINT,212.74,212.74,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Double Pup 1/Orange21_BothPups_19June2024_J.MOV,Pink - Left : Yellow - N/A
Double,Easton,Orange21_BothPups_23June2024,no focal subject,14,SIBLING COOPERATION,STATE,16.233,53.967,37.734,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_23June2024_N.MOV,Pink - N/A : Yellow - N/A
Double,Easton,Orange21_BothPups_23June2024,no focal subject,14,LET GO,POINT,16.267,16.267,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_23June2024_N.MOV,Pink - N/A : Yellow - N/A
Double,Easton,Orange21_BothPups_23June2024,pink,14,PUP INITIATION,POINT,24.367,24.367,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_23June2024_N.MOV,Pink - N/A : Yellow - N/A
Double,Easton,Orange21_BothPups_23June2024,yellow,14,PUP INITIATION,POINT,53.967,53.967,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_23June2024_N.MOV,Pink - N/A : Yellow - N/A
Double,Easton,Orange21_BothPups_23June2024,no focal subject,14,SIBLING COOPERATION,STATE,56.902,66.202,9.3,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_23June2024_N.MOV,Pink - N/A : Yellow - N/A
Double,Easton,Orange21_BothPups_23June2024,no focal subject,14,SIBLING COOPERATION,STATE,300.172,300.849,0.677,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_23June2024_N.MOV,Pink - N/A : Yellow - N/A
Double,Easton,Orange21_BothPups_23June2024,pink,14,RESISTANCE,POINT,300.849,300.849,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Rescore!/Orange21_BothPups_23June2024_N.MOV,Pink - N/A : Yellow - N/A
